id,identificador,ubicacion,latitud,longitud,municipio_id,provincia_id,id_departamento,error
162,MIS057-04,Posadas - Costanera,-27.369.909,-55.885.460,MIS057,AR-N,1547,'MIS057' is not in list
161,MIS057-05,Posadas - Barrio San Lucas,-27.434.457,-55.886.777,MIS057,AR-N,1547,'MIS057' is not in list
1086,LRJ013-01,,-29.894.789,-67.149.717,LRJ013,AR-F,1509,'LRJ013' is not in list
981,LRJ012-01,Corral de Isaac ( Escuela Rural),-31.933.300,-66.366.700,LRJ012,AR-F,1508,'LRJ012' is not in list
507,BUE130-01,Corsodromo,-35.435.500,-60.156.528,BUE130,AR-B,1325,'BUE130' is not in list
1138,TUC012-01,,0,0,TUC012,AR-T,1646,'TUC012' is not in list
1186,TUC012-02,,0,0,TUC012,AR-T,1646,'TUC012' is not in list
743,SAL044-01,Rivadavia Banda Norte,-23.470.861,-62.888.611,SAL044,AR-A,1680,'SAL044' is not in list
1307,SAL044-02,,0,0,SAL044,AR-A,1680,'SAL044' is not in list
658,CHU025-01,Gimnasio Municipal,-44.048.639,-70.467.889,CHU025,AR-U,1377,'CHU025' is not in list
1123,CBA296-01,,0,0,CBA296,AR-X,1395,'CBA296' is not in list
1175,SFE094-01,,0,0,SFE094,AR-S,1696,'SFE094' is not in list
945,BUE010-01,PD Baradero,-33.822.219,-59.521.090,BUE010,AR-B,1205,1205 is not in list
231,BUE010-02,Baradero Plaza Colon,-33.812.020,-59.504.506,BUE010,AR-B,1205,1205 is not in list
819,CBA207-01,,-30.563.597,-63.999.579,CBA207,AR-X,1400,'CBA207' is not in list
650,BUE099-01,,-37.549.549,-62.774.955,BUE099,AR-B,1294,1294 is not in list
649,BUE099-02,Punto Digital,-37.543.239,-62.767.778,BUE099,AR-B,1294,1294 is not in list
549,BUE072-01,,0,0,BUE072,AR-B,1267,1267 is not in list
550,BUE072-02,,0,0,BUE072,AR-B,1267,1267 is not in list
242,BUE072-03,PD Loberia,-38.156.621,-58.787.664,BUE072,AR-B,1267,1267 is not in list
594,CHA028-01,Municipalidad,-27.290.889,-58.615.167,CHA028,AR-H,1360,'CHA028' is not in list
934,JUJ024-01,Humahuaca Punto Digital,-23.204.077,-65.348.388,JUJ024,AR-Y,1467,'JUJ024' is not in list
933,JUJ024-02,Tres Cruces (Municipio),-23.000.000,-66.000.000,JUJ024,AR-Y,1467,'JUJ024' is not in list
1013,JUJ013-01,Punto Digital,-23.033.535,-66.400.008,JUJ013,AR-Y,1465,'JUJ013' is not in list
535,JUJ013-02,Central Telefonica 1,-23.033.535,-66.400.008,JUJ013,AR-Y,1465,'JUJ013' is not in list
1012,JUJ013-03,Central Telefonica 2,-23.033.535,-66.400.008,JUJ013,AR-Y,1465,'JUJ013' is not in list
254,CBA381-01,PD Villa allende,-31.291.627,-64.292.242,CBA381,AR-X,1383,'CBA381' is not in list
811,CBA381-02,,0,0,CBA381,AR-X,1383,'CBA381' is not in list
127,CBA381-03,Polideportivo,-31.290.480,-64.293.068,CBA381,AR-X,1383,'CBA381' is not in list
126,CBA381-04,Villa Allende - Plaza M. Belgrano,-31.293.929,-64.297.434,CBA381,AR-X,1383,'CBA381' is not in list
128,CBA381-05,Casa de la cultura,-31.291.804,-64.292.897,CBA381,AR-X,1383,'CBA381' is not in list
125,CBA381-06,Villa Allende - Municipalidad,-31.296.782,-64.293.247,CBA381,AR-X,1383,'CBA381' is not in list
1229,COR026-01,,0,0,COR026,AR-W,1427,'COR026' is not in list
1219,CBA014-01,,0,0,CBA014,AR-X,1387,'CBA014' is not in list
1189,TUC055-01,,0,0,TUC055,AR-T,1649,'TUC055' is not in list
964,SCR014-01,,0,0,SCR014,AR-Z,1613,'SCR014' is not in list
299,COR011-01,Plaza Tambor de Tacuari,-28.393.174,-57.886.431,COR011,AR-W,1418,'COR011' is not in list
1033,BUE068-01,Plaza Bicentenario,-37.540.829,-60.806.200,BUE068,AR-B,1262,1262 is not in list
641,BUE068-02,Plaza Pedro Pereyra,-37.544.361,-60.800.944,BUE068,AR-B,1262,1262 is not in list
1237,SAL005-01,,0,0,SAL005,AR-A,1663,'SAL005' is not in list
1206,SFE348-01,,0,0,SFE348,AR-S,1696,'SFE348' is not in list
480,BUE118-01,PD San PeDro,-33.680.524,-59.684.253,BUE118,AR-B,1313,1313 is not in list
479,BUE118-02,Pza San Martin,-33.675.597,-59.662.142,BUE118,AR-B,1313,1313 is not in list
1238,TUC007-01,,0,0,TUC007,AR-T,1648,'TUC007' is not in list
1239,TUC007-02,,0,0,TUC007,AR-T,1648,'TUC007' is not in list
555,ERI058-01,,-31.829.255,-58.820.673,ERI058,AR-E,1449,'ERI058' is not in list
404,SGO035-01,,0,0,SGO035,AR-G,1625,'SGO035' is not in list
1071,RNO032-01,,-40.815.934,-64.757.752,RNO032,AR-R,1578,'RNO032' is not in list
1075,SAL031-01,,-26.126.871,-65.051.892,SAL031,AR-A,1671,'SAL031' is not in list
646,TUC004-01,,0,0,TUC004,AR-T,1646,'TUC004' is not in list
826,SGO081-01,,-27.961.667,-62.610.444,SGO081,AR-G,1630,1630 is not in list
943,CBA158-01,Punto Digital,-30.994.274,-64.086.879,CBA158,AR-X,1383,'CBA158' is not in list
108,CBA158-02,Jesus Maria - Predio festival de Doma y Folklore,-30.973.848,-64.093.978,CBA158,AR-X,1383,'CBA158' is not in list
107,CBA158-03,Jesus Maria - Plaza Pio Leon,-30.976.469,-64.096.402,CBA158,AR-X,1383,'CBA158' is not in list
324,COR049-01,,0,0,COR049,AR-W,1431,'COR049' is not in list
615,SFE143-01,,0,0,SFE143,AR-S,1684,'SFE143' is not in list
1178,SFE143-02,,0,0,SFE143,AR-S,1684,'SFE143' is not in list
344,SFE143-03,,0,0,SFE143,AR-S,1684,'SFE143' is not in list
775,NEU015-01,,-37.268.806,-70.765.694,NEU015,AR-Q,1552,1552 is not in list
979,LRJ014-01,Punto Digital,-29.435.861,-66.859.408,LRJ014,AR-F,1510,'LRJ014' is not in list
1179,RNO057-01,,0,0,RNO057,AR-R,1576,'RNO057' is not in list
1287,SFE290-01,,0,0,SFE290,AR-S,1700,'SFE290' is not in list
787,SLU003-01,,-35.675.890,-65.426.780,SLU003,AR-D,1599,'SLU003' is not in list
788,SLU003-02,,0,0,SLU003,AR-D,1599,'SLU003' is not in list
693,CHU047-01,,-44.190.278,-71.663.861,CHU047,AR-U,1377,'CHU047' is not in list
1092,ERI020-01,,-32.719.944,-59.396.500,ERI020,AR-E,1445,'ERI020' is not in list
389,MZA017-01,Tunuyan - Delegacion Municipal,-33.602.579,-69.005.322,MZA017,AR-M,1531,'MZA017' is not in list
692,MZA017-02,"Delegacion Municipal, Colonia Las Rosas",-34.000.000,-69.000.000,MZA017,AR-M,1531,'MZA017' is not in list
352,SFE245-01,,-30.984.776,-61.022.562,SFE245,AR-S,1700,'SFE245' is not in list
1253,NEU032-01,,0,0,NEU032,AR-Q,1553,1553 is not in list
1265,SCR006-01,,0,0,SCR006,AR-Z,1611,'SCR006' is not in list
687,SJU007-01,San Jose de Jachal (Punto Digital),-30.157.709,-68.482.508,SJU007,AR-J,1585,'SJU007' is not in list
1214,SJU007-02,,0,0,SJU007,AR-J,1585,'SJU007' is not in list
680,SJU007-03,C.i.C (Mogna),-30.694.928,-68.361.619,SJU007,AR-J,1585,'SJU007' is not in list
456,CBA397-01,,0,0,CBA397,AR-X,1398,'CBA397' is not in list
1301,SGO900-01,,0,0,SGO900,AR-G,1634,'SGO900' is not in list
1220,CBA091-01,,0,0,CBA091,AR-X,1387,'CBA091' is not in list
962,SCR018-01,Centro de Informacion Turistica,-49.333.638,-72.882.993,SCR018,AR-Z,1609,'SCR018' is not in list
1295,SCR018-02,,0,0,SCR018,AR-Z,1609,'SCR018' is not in list
325,COR025-01,,0,0,COR025,AR-W,1412,'COR025' is not in list
1043,SFE199-01,,0,0,SFE199,AR-S,1695,'SFE199' is not in list
697,BUE044-01,Municipalidad,-34.304.198,-61.306.113,BUE044,AR-B,1238,1238 is not in list
561,CBA301-01,,0,0,CBA301,AR-X,1398,'CBA301' is not in list
647,COR002-01,"Colonia 3 de Abril, Municipalidad",-28.412.444,-58.913.889,COR002,AR-W,1409,'COR002' is not in list
247,BUE090-01,Olavarria PD,-36.889.373,-60.325.267,BUE090,AR-B,1285,1285 is not in list
1156,BUE090-02,,0,0,BUE090,AR-B,1285,1285 is not in list
69,BUE090-03,NIDO,-36.869.722,-60.333.583,BUE090,AR-B,1285,1285 is not in list
70,BUE090-04,Parque Mitre,-36.890.861,-60.325.639,BUE090,AR-B,1285,1285 is not in list
338,MIS030-01,Oficina de Turismo,-27.000.000,-54.000.000,MIS030,AR-N,1546,'MIS030' is not in list
928,MIS030-02,Punto Digital,-27.295.944,-54.199.077,MIS030,AR-N,1546,'MIS030' is not in list
703,CHU011-01,Comuna,-42.000.000,-71.000.000,CHU011,AR-U,1372,'CHU011' is not in list
803,LAP034-01,,-35.234.511,-63.591.283,LAP034,AR-L,1483,'LAP034' is not in list
804,LAP034-02,,0,0,LAP034,AR-L,1483,'LAP034' is not in list
643,BUE001-01,Barrio Arturo illia,-37.171.310,-62.724.830,BUE001,AR-B,1195,1195 is not in list
644,BUE001-02,Plaza Levalle,-37.179.520,-62.760.090,BUE001,AR-B,1195,1195 is not in list
383,SJU019-01,Plaza Municipio,-31.551.626,-68.730.293,SJU019,AR-J,1597,'SJU019' is not in list
708,MZA015-01,Rama Caida,-34.666.056,-68.388.778,MZA015,AR-M,1529,'MZA015' is not in list
307,CHA063-01,Municipalidad,-27.830.750,-61.135.556,CHA063,AR-H,1351,'CHA063' is not in list
252,CAT005-01,PD Belen Catamarca,-27.672.338,-67.026.196,CAT005,AR-K,1333,'CAT005' is not in list
1110,CAT005-02,,0,0,CAT005,AR-K,1333,'CAT005' is not in list
1276,SFE038-01,,0,0,SFE038,AR-S,1688,'SFE038' is not in list
297,COR064-01,Municipalidad de Villa Olivari VSAT,-27.632.751,-56.905.982,COR064,AR-W,1417,'COR064' is not in list
738,TUC088-01,Tacanas,-26.000.000,-65.000.000,TUC088,AR-T,1653,'TUC088' is not in list
613,CBA419-01,,-31.820.939,-64.390.857,CBA419,AR-X,1389,'CBA419' is not in list
593,MIS064-01,San Ignacio - Plaza Municipal,-27.257.833,-55.539.250,MIS064,AR-N,1543,'MIS064' is not in list
1158,MIS064-02,,0,0,MIS064,AR-N,1543,'MIS064' is not in list
675,JUJ004-01,Municipalidad,-24.583.361,-64.916.778,JUJ004,AR-Y,1460,'JUJ004' is not in list
1275,CBA317-01,,0,0,CBA317,AR-X,1383,'CBA317' is not in list
1255,SAL022-01,,0,0,SAL022,AR-A,1666,'SAL022' is not in list
591,MIS012-01,Centro Cultural  La Morocha,-27.000.000,-55.000.000,MIS012,AR-N,1539,'MIS012' is not in list
1083,CAT009-01,,-27.692.359,-67.619.842,CAT009,AR-K,1337,'CAT009' is not in list
347,TUC030-01,,0,0,TUC030,AR-T,1648,'TUC030' is not in list
1077,SAL054-01,,-25.305.546,-66.256.975,SAL054,AR-A,1679,'SAL054' is not in list
301,COR006-01,Municipalidad de Chavarria VSAT,-28.393.260,-57.886.420,COR006,AR-W,1414,'COR006' is not in list
1290,SFE115-01,,0,0,SFE115,AR-S,1701,'SFE115' is not in list
818,CBA221-01,,-33.399.748,-63.472.012,CBA221,AR-X,1385,'CBA221' is not in list
228,ERI024-01,Gualeguay - Costanera,-33.159.518,-59.293.823,ERI024,AR-E,1445,'ERI024' is not in list
781,CHA046-01,,-25.649.611,-60.927.278,CHA046,AR-H,1358,1358 is not in list
718,JUJ037-01,Municipalidad,-22.536.714,-65.696.847,JUJ037,AR-Y,1459,'JUJ037' is not in list
677,JUJ023-01,Punto Digital,-23.438.505,-65.350.651,JUJ023,AR-Y,1469,'JUJ023' is not in list
1249,SFE284-01,,0,0,SFE284,AR-S,1693,'SFE284' is not in list
903,NEU045-01,,-39.261.370,-68.787.508,NEU045,AR-Q,1556,'NEU045' is not in list
1069,SGO034-01,,-28.989.077,-62.126.750,SGO034,AR-G,1616,'SGO034' is not in list
603,CBA140-01,Municipalidad,-32.757.722,-63.789.722,CBA140,AR-X,1385,'CBA140' is not in list
1185,COR016-01,,0,0,COR016,AR-W,1423,'COR016' is not in list
1198,SFE073-01,,0,0,SFE073,AR-S,1689,'SFE073' is not in list
553,FOR004-01,,0,0,FOR004,AR-P,1453,'FOR004' is not in list
401,SGO064-01,Punto Digital,-27.636.381,-62.406.001,SGO064,AR-G,1634,'SGO064' is not in list
908,RNO041-01,,-39.982.101,-68.873.688,RNO041,AR-R,1568,'RNO041' is not in list
1093,SFE243-01,,-31.211.944,-61.613.889,SFE243,AR-S,1689,'SFE243' is not in list
820,SGO116-01,,-27.465.667,-62.917.944,SGO116,AR-G,1634,'SGO116' is not in list
333,CBA193-01,,0,0,CBA193,AR-X,1407,'CBA193' is not in list
760,CHU029-01,Las Plumas,-43.721.630,-67.284.477,CHU029,AR-U,1378,'CHU029' is not in list
589,COR067-01,,-29.137.028,-59.178.306,COR067,AR-W,1413,'COR067' is not in list
642,COR067-02,,0,0,COR067,AR-W,1413,'COR067' is not in list
1195,SFE202-01,,0,0,SFE202,AR-S,1696,'SFE202' is not in list
813,NEU022-01,,-37.205.639,-70.819.306,NEU022,AR-Q,1552,'NEU022' is not in list
822,SGO119-01,,-26.936.056,-62.949.667,SGO119,AR-G,1634,'SGO119' is not in list
1191,RNO065-01,,0,0,RNO065,AR-R,1572,'RNO065' is not in list
1205,SFE318-01,,0,0,SFE318,AR-S,1694,'SFE318' is not in list
728,SAL018-01,El Quebrachal - Municipalidad,-25.335.056,-64.020.222,SAL018,AR-A,1662,'SAL018' is not in list
1217,SLU007-01,,0,0,SLU007,AR-D,1599,'SLU007' is not in list
396,ERI036-01,,0,0,ERI036,AR-E,1439,'ERI036' is not in list
657,CHU002-01,Biblioteca,-43.321.444,-69.692.889,CHU002,AR-U,1368,'CHU002' is not in list
1286,JUJ040-01,el moreno,0,0,JUJ040,AR-Y,1472,'JUJ040' is not in list
1125,BUE030-01,,0,0,BUE030,AR-B,1224,1224 is not in list
1126,BUE030-02,,0,0,BUE030,AR-B,1224,1224 is not in list
308,CHA041-01,,-27.048.917,-58.682.639,CHA041,AR-H,1360,'CHA041' is not in list
556,CBA154-01,Punto Digital,-32.942.139,-62.235.600,CBA154,AR-X,1386,'CBA154' is not in list
799,SCR020-01,,-46.716.450,-68.226.328,SCR020,AR-Z,1607,'SCR020' is not in list
420,COR035-01,Plaza Municipio VSAT,-28.047.605,-58.230.379,COR035,AR-W,1429,'COR035' is not in list
735,SFE225-01,Plaza San Martin,-33.643.556,-61.858.056,SFE225,AR-S,1683,'SFE225' is not in list
756,BUE048-01,,0,0,BUE048,AR-B,1242,'BUE048' is not in list
391,CBA366-01,,0,0,CBA366,AR-X,1393,'CBA366' is not in list
271,ERI051-01,PD Sauce de Luna,-31.239.685,-59.216.290,ERI051,AR-E,1443,'ERI051' is not in list
724,LRJ002-01,Anillaco - Plaza San Antonio de Padua,-28.811.306,-66.938.167,LRJ002,AR-F,1498,'LRJ002' is not in list
1128,BUE104-01,,0,0,BUE104,AR-B,1299,'BUE104' is not in list
566,TDF002-01,Tolhuin VSAT,-54.509.792,-67.192.775,TDF002,AR-V,1723,'TDF002' is not in list
1233,SAL038-01,,0,0,SAL038,AR-A,1679,'SAL038' is not in list
253,CHU018-01,PD Esquel,-42.907.988,-71.326.257,CHU018,AR-U,1371,'CHU018' is not in list
607,CBA264-01,,-30.710.611,-62.007.833,CBA264,AR-X,1387,'CBA264' is not in list
304,SFE056-01,,0,0,SFE056,AR-S,1696,'SFE056' is not in list
335,COR071-01,Colonia 3 de Abril - Munic. de Vella Vista,-28.412.444,-58.913.889,COR071,AR-W,1409,'COR071' is not in list
492,BUE114-01,,-34.446.231,-58.559.798,BUE114,AR-B,1309,'BUE114' is not in list
870,BUE119-01,Plaza Mariano Moreno,-35.024.793,-58.423.481,BUE119,AR-B,1314,'BUE119' is not in list
17,BUE119-02,Plaza Yrigoyen ( A.Korn),-34.982.417,-58.375.528,BUE119,AR-B,1314,'BUE119' is not in list
1160,BUE071-01,,0,0,BUE071,AR-B,1266,'BUE071' is not in list
332,CHA018-01,,-24.427.222,-61.682.250,CHA018,AR-H,1358,'CHA018' is not in list
320,MIS070-01,Santa Ana - Municipalidad,-27.369.472,-55.581.139,MIS070,AR-N,1538,'MIS070' is not in list
1081,CAT019-01,,-28.374.893,-66.296.502,CAT019,AR-K,1341,'CAT019' is not in list
739,TUC037-01,Campamento,-27.683.556,-65.783.528,TUC037,AR-T,1656,'TUC037' is not in list
1240,SCR007-01,,0,0,SCR007,AR-Z,1611,'SCR007' is not in list
1241,SCR007-02,,0,0,SCR007,AR-Z,1611,'SCR007' is not in list
1247,BUE065-01,,0,0,BUE065,AR-B,1259,'BUE065' is not in list
786,MZA008-01,Punto Digital,-32.986.189,-68.861.568,MZA008,AR-M,1522,'MZA008' is not in list
156,MZA008-02,Plaza Principal,-33.039.364,-68.879.326,MZA008,AR-M,1522,'MZA008' is not in list
1196,SFE144-01,,0,0,SFE144,AR-S,1701,'SFE144' is not in list
1278,CBA231-01,,0,0,CBA231,AR-X,1391,'CBA231' is not in list
1197,SFE336-01,,0,0,SFE336,AR-S,1701,'SFE336' is not in list
1284,CBA066-01,,0,0,CBA066,AR-X,1401,'CBA066' is not in list
1029,SFE005-01,,0,0,SFE005,AR-S,1686,'SFE005' is not in list
700,ERI046-01,Biblioteca Popular,-32.212.611,-58.218.028,ERI046,AR-E,1441,'ERI046' is not in list
262,SGO004-01,PD Bandera,-28.887.955,-62.268.458,SGO004,AR-G,1616,'SGO004' is not in list
531,RNO009-01,Cipoletti After wire4,-38.939.164,-67.995.215,RNO009,AR-R,1569,'RNO009' is not in list
924,RNO009-02,Punto Digital Cipolleti,-38.920.682,-67.968.413,RNO009,AR-R,1569,'RNO009' is not in list
1306,SAL020-01,,0,0,SAL020,AR-A,1660,'SAL020' is not in list
234,BUE008-01,Punto Digital BB,-38.730.328,-62.248.484,BUE008,AR-B,1203,'BUE008' is not in list
944,BUE008-02,PD Cerri,-38.720.731,-62.394.442,BUE008,AR-B,1203,'BUE008' is not in list
23,BUE008-03,Plaza Andres Morel (Cerri),-38.719.447,-62.395.058,BUE008,AR-B,1203,'BUE008' is not in list
21,BUE008-04,Manuel Molina y Pacifico,-38.723.306,-62.309.000,BUE008,AR-B,1203,'BUE008' is not in list
19,BUE008-05,Plaza del Algarrobo,-38.724.500,-62.253.694,BUE008,AR-B,1203,'BUE008' is not in list
24,BUE008-06,Plaza Adrian Morado,-38.717.556,-62.312.984,BUE008,AR-B,1203,'BUE008' is not in list
20,BUE008-07,Skate Park,-38.699.056,-62.271.750,BUE008,AR-B,1203,'BUE008' is not in list
18,BUE008-08,Plaza Roberto Achaval (Ingeniero White),-38.784.995,-62.265.721,BUE008,AR-B,1203,'BUE008' is not in list
398,SGO069-01,,0,0,SGO069,AR-G,1638,'SGO069' is not in list
701,SJU011-01,,-31.530.750,-68.594.750,SJU011,AR-J,1589,'SJU011' is not in list
599,COR037-01,,-30.620.881,-57.966.163,COR037,AR-W,1416,'COR037' is not in list
264,SFE129-01,PD Funes,-32.915.138,-60.814.345,SFE129,AR-S,1684,'SFE129' is not in list
1084,FOR033-01,,-25.536.879,-60.019.268,FOR033,AR-P,1453,'FOR033' is not in list
1349,RNO045-01,,0,0,RNO045,AR-R,1572,'RNO045' is not in list
1187,TUC086-01,,0,0,TUC086,AR-T,1659,'TUC086' is not in list
1188,TUC086-02,,0,0,TUC086,AR-T,1659,'TUC086' is not in list
219,TUC086-03,Punto Digital,-26.826.278,-65.200.541,TUC086,AR-T,1659,'TUC086' is not in list
1282,SFE275-01,,0,0,SFE275,AR-S,1690,'SFE275' is not in list
940,CAT025-01,Punto Digital,-28.475.950,-65.772.131,CAT025,AR-K,1333,'CAT025' is not in list
293,SCR011-01,,0,0,SCR011,AR-Z,1608,'SCR011' is not in list
538,ERI004-01,Complejo Deportivo Municipal,-32.245.973,-60.160.861,ERI004,AR-E,1435,'ERI004' is not in list
1252,NEU027-01,,0,0,NEU027,AR-Q,1559,'NEU027' is not in list
1204,SFE264-01,,0,0,SFE264,AR-S,1684,'SFE264' is not in list
382,SJU004-01,Caucete,-32.000.000,-68.000.000,SJU004,AR-J,1582,'SJU004' is not in list
906,RNO070-01,,-40.749.944,-63.266.500,RNO070,AR-R,1573,'RNO070' is not in list
266,SJU010-01,PD Rawson,-31.667.282,-68.451.730,SJU010,AR-J,1588,'SJU010' is not in list
300,COR018-01,Municipalidad de Felipe Yofre VSAT,-29.106.159,-58.339.307,COR018,AR-W,1424,'COR018' is not in list
239,BUE080-01,PD Marcos PAz,-34.758.009,-58.816.773,BUE080,AR-B,1275,'BUE080' is not in list
528,CBA364-01,,-32.243.320,-63.981.710,CBA364,AR-X,1388,'CBA364' is not in list
1248,SFE178-01,,0,0,SFE178,AR-S,1694,'SFE178' is not in list
762,BUE041-01,Comisaria,-34.827.401,-62.476.547,BUE041,AR-B,1235,'BUE041' is not in list
375,CBA234-01,,0,0,CBA234,AR-X,1388,'CBA234' is not in list
322,MIS023-01,Colonia Wanda - Polideportivo Municipal,-25.972.583,-54.562.444,MIS023,AR-N,1544,'MIS023' is not in list
661,CHU006-01,centro de capacitacion,-43.585.722,-71.701.861,CHU006,AR-U,1368,'CHU006' is not in list
294,RNO021-01,,0,0,RNO021,AR-R,1569,'RNO021' is not in list
327,COR056-01,Plaza Principal,-28.955.571,-58.570.717,COR056,AR-W,1414,'COR056' is not in list
953,BUE096-01,Punto Digital,-34.443.590,-58.808.226,BUE096,AR-B,1291,'BUE096' is not in list
76,BUE096-02,Plaza 12 de Octubre,-34.458.908,-58.913.870,BUE096,AR-B,1291,'BUE096' is not in list
261,TUC071-01,PD Monteros,-28.887.955,-62.268.458,TUC071,AR-T,1643,'TUC071' is not in list
614,CBA405-01,Municipalidad,-31.050.361,-64.496.306,CBA405,AR-X,1396,'CBA405' is not in list
723,LRJ015-01,Delegacion Municipal,-31.210.106,-66.312.253,LRJ015,AR-F,1511,'LRJ015' is not in list
861,LRJ016-01,,-28.424.750,-67.110.444,LRJ016,AR-F,1512,'LRJ016' is not in list
897,CHU032-01,Municipalidad,-42.735.999,-69.608.091,CHU032,AR-U,1368,'CHU032' is not in list
1136,CBA306-01,,0,0,CBA306,AR-X,1394,'CBA306' is not in list
734,SFE100-01,Plaza Municipio,-34.000.000,-62.000.000,SFE100,AR-S,1683,'SFE100' is not in list
1079,SAL041-01,,-23.309.714,-64.219.738,SAL041,AR-A,1668,'SAL041' is not in list
689,ERI021-01,Plaza Luis Maria Campos,-31.523.469,-58.405.954,ERI021,AR-E,1444,'ERI021' is not in list
1130,CHA039-01,,0,0,CHA039,AR-H,1284,'CHA039' is not in list
921,JUJ017-01,,0,0,JUJ017,AR-Y,1462,'JUJ017' is not in list
1021,SAL049-01,Punto Digital,-24.218.464,-66.319.489,SAL049,AR-A,1682,'SAL049' is not in list
959,CBA260-01,Punto Digital,-32.611.782,-62.589.783,CBA260,AR-X,1384,'CBA260' is not in list
608,CBA051-01,Delegacion Municipal,-30.775.139,-64.217.667,CBA051,AR-X,1395,'CBA051' is not in list
1209,SFE266-01,,0,0,SFE266,AR-S,1683,'SFE266' is not in list
202,SFE266-02,Rufino - Plaza Sarmiento,-34.262.077,-62.711.183,SFE266,AR-S,1683,'SFE266' is not in list
201,SFE266-03,Rufino - Municipalidad,-34.264.887,-62.699.207,SFE266,AR-S,1683,'SFE266' is not in list
578,SFE351-01,Plaza Municipio,-28.623.536,-61.627.028,SFE351,AR-S,1701,'SFE351' is not in list
525,SFE028-01,,0,0,SFE028,AR-S,1689,'SFE028' is not in list
1120,ERI061-01,,0,0,ERI061,AR-E,1441,'ERI061' is not in list
403,SGO040-01,,-27.709.840,-63.770.921,SGO040,AR-G,1617,'SGO040' is not in list
733,SAL033-01,La Poma-Salta,-24.722.556,-66.200.583,SAL033,AR-A,1677,'SAL033' is not in list
823,SGO102-01,,-27.415.361,-64.945.750,SGO102,AR-G,1626,'SGO102' is not in list
536,CBA168-01,,0,0,CBA168,AR-X,1391,'CBA168' is not in list
1162,COR059-01,,0,0,COR059,AR-W,1425,'COR059' is not in list
664,NEU017-01,Municipalidad,-40.000.000,-71.000.000,NEU017,AR-Q,1560,'NEU017' is not in list
346,SFE180-01,,-28.839.333,-59.635.250,SFE180,AR-S,1695,'SFE180' is not in list
1094,SGO085-01,,-29.502.735,-63.693.676,SGO085,AR-G,1639,'SGO085' is not in list
912,RNO058-01,,-40.423.384,-69.613.994,RNO058,AR-R,1568,'RNO058' is not in list
349,SFE295-01,,0,0,SFE295,AR-S,1690,'SFE295' is not in list
937,ERI013-01,Punto Digital,-31.372.899,-58.049.278,ERI013,AR-E,1442,'ERI013' is not in list
134,ERI013-02,Terminal de Omnibus,-31.385.196,-58.878.744,ERI013,AR-E,1442,'ERI013' is not in list
1203,SFE260-01,,0,0,SFE260,AR-S,1687,'SFE260' is not in list
678,JUJ032-01,Vsat Punto Digital Palma Sola,-23.978.121,-64.305.518,JUJ032,AR-Y,1468,'JUJ032' is not in list
310,CHA001-01,,0,0,CHA001,AR-H,1346,'CHA001' is not in list
656,CHU038-01,oficina de informacion turistica,-44.179.556,-71.367.583,CHU038,AR-U,1377,1377 is not in list
1283,CBA095-01,,0,0,CBA095,AR-X,1387,'CBA095' is not in list
741,TUC106-01,Delegacion Municipal,-27.000.000,-65.000.000,TUC106,AR-T,1651,'TUC106' is not in list
330,COR030-01,,-29.176.248,-56.641.592,COR030,AR-W,1415,'COR030' is not in list
1274,SFE217-01,,0,0,SFE217,AR-S,1683,'SFE217' is not in list
378,CBA329-01,,0,0,CBA329,AR-X,1391,'CBA329' is not in list
1009,MZA012-01,Centro Polideportivo,-33.202.010,-68.475.049,MZA012,AR-M,1526,'MZA012' is not in list
393,ERI041-01,,-33.740.027,-59.160.802,ERI041,AR-E,1438,'ERI041' is not in list
705,CHU015-01,Municipalidad,-42.064.500,-71.521.639,CHU015,AR-U,1372,'CHU015' is not in list
862,LRJ001-01,,-28.368.085,-66.600.785,LRJ001,AR-F,1497,'LRJ001' is not in list
954,BUE097-01,PD Valeria del Mar,-37.136.644,-56.909.730,BUE097,AR-B,1292,'BUE097' is not in list
214,BUE097-02,Punto Digital,-37.136.682,-56.909.202,BUE097,AR-B,1292,'BUE097' is not in list
1046,SLU044-01,,0,0,SLU044,AR-D,1603,'SLU044' is not in list
772,NEU005-01,,-36.822.023,-69.915.140,NEU005,AR-Q,1554,'NEU005' is not in list
567,CHU005-01,Camarones VSAT,-44.795.297,-65.710.900,CHU005,AR-U,1370,'CHU005' is not in list
1059,BUE042-01,,0,0,BUE042,AR-B,1236,'BUE042' is not in list
345,SFE040-01,,-29.887.750,-60.282.417,SFE040,AR-S,1697,'SFE040' is not in list
602,COR065-01,,-29.471.753,-56.814.896,COR065,AR-W,1415,'COR065' is not in list
930,MZA011-01,Punto Digital,-32.874.529,-68.876.071,MZA011,AR-M,1525,'MZA011' is not in list
157,MZA011-02,Plaza Chile,-32.886.642,-68.847.010,MZA011,AR-M,1525,'MZA011' is not in list
1106,TUC097-01,,0,0,TUC097,AR-T,1650,'TUC097' is not in list
596,CHA015-01,,-27.682.250,-60.903.167,CHA015,AR-H,1357,'CHA015' is not in list
1242,CBA246-01,,0,0,CBA246,AR-X,1386,'CBA246' is not in list
1113,JUJ010-01,,0,0,JUJ010,AR-Y,1464,'JUJ010' is not in list
730,SAL040-01,Payogasta,-24.934.694,-66.164.500,SAL040,AR-A,1663,'SAL040' is not in list
637,MIS015-01,,-26.657.639,-54.738.500,MIS015,AR-N,1541,'MIS015' is not in list
