municipio_id,provincia_id,id_departamento,municipio,provincia,departamento ,error
SGO108,AR-B,1258,La Costa,Buenos Aires,La Costa,El formato del id de municipio no coincide con la provincia
RNO064,AR-B,1258,La Costa,Buenos Aires,La Costa,El formato del id de municipio no coincide con la provincia
CHA002,AR-B,1258,La Costa,Buenos Aires,La Costa,El formato del id de municipio no coincide con la provincia
SFE301,AR-B,1258,La Costa,Buenos Aires,La Costa,El formato del id de municipio no coincide con la provincia
CAT032,AR-B,1258,La Costa,Buenos Aires,La Costa,El formato del id de municipio no coincide con la provincia
BUE133,AR-X,1398,Rio Segundo,Cordoba,Rio Segundo,El formato del id de municipio no coincide con la provincia
JUJ047,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
SLU005,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
LAP060,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
JUJ038,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
SJU008,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
CHA007,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
JUJ051,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
CBA106,AR-B,1296,Quilmes,Buenos Aires,Quilmes,El formato del id de municipio no coincide con la provincia
TUC107,AR-B,1208,Berisso,Buenos Aires,Berisso,El formato del id de municipio no coincide con la provincia
SCR019,AR-B,1208,Berisso,Buenos Aires,Berisso,El formato del id de municipio no coincide con la provincia
COR033,AR-E,1436,Basavilbaso,Entre Rios,Uruguay,El formato del id de municipio no coincide con la provincia
BUE063,AR-E,1436,Basavilbaso,Entre Rios,Uruguay,El formato del id de municipio no coincide con la provincia
SFE224,AR-E,1436,Basavilbaso,Entre Rios,Uruguay,El formato del id de municipio no coincide con la provincia
BUE046,AR-E,1436,Basavilbaso,Entre Rios,Uruguay,El formato del id de municipio no coincide con la provincia
BUE125,AR-X,1386,Leones,Cordoba,Marcos Juarez,El formato del id de municipio no coincide con la provincia
BUE093,AR-X,1386,Leones,Cordoba,Marcos Juarez,El formato del id de municipio no coincide con la provincia
MIS032,AR-J,1593,Sarmiento,San Juan,Sarmiento,El formato del id de municipio no coincide con la provincia
CHU021,AR-E,1434,General Ramirez,Entre Rios,Diamante,El formato del id de municipio no coincide con la provincia
LRJ006,AR-B,1260,La Plata,Buenos Aires,La Plata,El formato del id de municipio no coincide con la provincia
LAP067,AR-B,1260,La Plata,Buenos Aires,La Plata,El formato del id de municipio no coincide con la provincia
SLU057,AR-B,1260,La Plata,Buenos Aires,La Plata,El formato del id de municipio no coincide con la provincia
NEU007,AR-B,1260,La Plata,Buenos Aires,La Plata,El formato del id de municipio no coincide con la provincia
SAL034,AR-B,1260,La Plata,Buenos Aires,La Plata,El formato del id de municipio no coincide con la provincia
CHU010,AR-B,1260,La Plata,Buenos Aires,La Plata,El formato del id de municipio no coincide con la provincia
SFE049,AR-H,1364,Machagai,Chaco,Veinticinco de Mayo,El formato del id de municipio no coincide con la provincia
COR069,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
BUE113,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
TUC109,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
CHA017,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
JUJ002,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
MIS068,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
JUJ011,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
LAP065,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
SAL046,AR-V,1642,Ushuaia,Tierra del Fuego,Ushuaia,El formato del id de municipio no coincide con la provincia
MIS016,AR-Y,1470,Mina Pirquitas,Jujuy,Rinconada,El formato del id de municipio no coincide con la provincia
CAT016,AR-Y,1470,Mina Pirquitas,Jujuy,Rinconada,El formato del id de municipio no coincide con la provincia
TUC034,AR-M,1527,San Carlos,Mendoza,San Carlos,El formato del id de municipio no coincide con la provincia
SAL059,AR-M,1527,San Carlos,Mendoza,San Carlos,El formato del id de municipio no coincide con la provincia
COR007,AR-M,1527,San Carlos,Mendoza,San Carlos,El formato del id de municipio no coincide con la provincia
SFE126,AR-M,1527,San Carlos,Mendoza,San Carlos,El formato del id de municipio no coincide con la provincia
BUE032,AR-M,1527,San Carlos,Mendoza,San Carlos,El formato del id de municipio no coincide con la provincia
CBA222,AR-M,1527,San Carlos,Mendoza,San Carlos,El formato del id de municipio no coincide con la provincia
ERI032,AR-M,1527,San Carlos,Mendoza,San Carlos,El formato del id de municipio no coincide con la provincia
BUE073,AR-Y,1468,El Talar,Jujuy,Santa Barbara,El formato del id de municipio no coincide con la provincia
CHA068,AR-R,1573,Viedma,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
SLU019,AR-R,1573,Viedma,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
SCR010,AR-R,1573,Viedma,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
ERI035,AR-R,1573,Viedma,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
MZA018,AR-R,1573,Viedma,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
SFE360,AR-R,1573,Viedma,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
NEU057,AR-R,1573,Viedma,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
SGO066,AR-N,1544,Puerto Iguazu,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
CBA157,AR-N,1544,Puerto Iguazu,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
COR027,AR-N,1544,Puerto Iguazu,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
SFE108,AR-N,1544,Puerto Iguazu,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
FOR031,AR-N,1544,Puerto Iguazu,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
RNO043,AR-N,1544,Puerto Iguazu,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
SFE257,AR-N,1544,Puerto Iguazu,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
CAT018,AR-E,1439,Viale,Entre Rios,Parana,El formato del id de municipio no coincide con la provincia
BUE045,AR-E,1439,Viale,Entre Rios,Parana,El formato del id de municipio no coincide con la provincia
SJU014,AR-S,1700,San Agustin,Santa Fe,Las Colonias,El formato del id de municipio no coincide con la provincia
CHU031,AR-Q,1552,Villa del Nahueve,Neuquen,Minas,El formato del id de municipio no coincide con la provincia
COR068,AR-A,1664,Cafayate,Salta,Cafayate,El formato del id de municipio no coincide con la provincia
SFE203,AR-A,1664,Cafayate,Salta,Cafayate,El formato del id de municipio no coincide con la provincia
NEU026,AR-A,1664,Cafayate,Salta,Cafayate,El formato del id de municipio no coincide con la provincia
BUE111,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
SJU003,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
RNO069,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
NEU031,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
SFE335,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
CBA052,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
CBA357,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
SFE175,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
BUE036,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
CBA233,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
BUE076,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
MIS013,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
CHU004,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
MZA016,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
JUJ042,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
BUE126,AR-C,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,,El formato del id de municipio no coincide con la provincia
SJU016,AR-S,1690,Colonia Dolores,Santa Fe,San Justo,El formato del id de municipio no coincide con la provincia
MIS063,AR-X,1386,Cruz Alta,Cordoba,Marcos Juarez,El formato del id de municipio no coincide con la provincia
TUC112,AR-X,1386,Cruz Alta,Cordoba,Marcos Juarez,El formato del id de municipio no coincide con la provincia
COR048,AR-X,1386,Cruz Alta,Cordoba,Marcos Juarez,El formato del id de municipio no coincide con la provincia
BUE083,AR-T,1649,Anca Juli,Tucuman,Tafi Viejo,El formato del id de municipio no coincide con la provincia
SFE227,AR-T,1649,Anca Juli,Tucuman,Tafi Viejo,El formato del id de municipio no coincide con la provincia
TUC036,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
CBA404,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
ERI064,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
MIS047,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
CHU022,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
MIS057,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
LRJ013,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
LRJ012,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
BUE130,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
TUC012,AR-W,1419,Corrientes,Corrientes,Capital,El formato del id de municipio no coincide con la provincia
SAL044,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
CHU025,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
CBA296,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
SFE094,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
CBA207,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
CHA028,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
JUJ024,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
JUJ013,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
CBA381,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
COR026,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
CBA014,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
TUC055,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
SCR014,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
COR011,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
SAL005,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
SFE348,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
TUC007,AR-B,1326,Vicente Lopez,Buenos Aires,Vicente Lopez,El formato del id de municipio no coincide con la provincia
ERI058,AR-S,1684,Carmen del Sauce,Santa Fe,Rosario,El formato del id de municipio no coincide con la provincia
SGO035,AR-E,1436,Pronunciamiento,Entre Rios,Uruguay,El formato del id de municipio no coincide con la provincia
RNO032,AR-B,1263,Las Flores,Buenos Aires,Las Flores,El formato del id de municipio no coincide con la provincia
SAL031,AR-B,1263,Las Flores,Buenos Aires,Las Flores,El formato del id de municipio no coincide con la provincia
TUC004,AR-B,1263,Las Flores,Buenos Aires,Las Flores,El formato del id de municipio no coincide con la provincia
CBA158,AR-R,1578,Sierra Grande,Rio Negro,San Antonio,El formato del id de municipio no coincide con la provincia
COR049,AR-R,1578,Sierra Grande,Rio Negro,San Antonio,El formato del id de municipio no coincide con la provincia
SFE143,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
LRJ014,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
RNO057,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
SFE290,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
SLU003,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
CHU047,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
ERI020,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
MZA017,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
SFE245,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
SCR006,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
SJU007,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
CBA397,AR-Q,1556,Neuquen,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
SGO900,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
CBA091,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
SCR018,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
COR025,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
SFE199,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
CBA301,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
COR002,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
MIS030,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
CHU011,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
LAP034,AR-B,1261,Lanus,Buenos Aires,Lanus,El formato del id de municipio no coincide con la provincia
SJU019,AR-S,1701,Pozo Borrado,Santa Fe,Nueve de Julio,El formato del id de municipio no coincide con la provincia
MZA015,AR-K,1332,Antofagasta de la Sierra,Catamarca,Antofagasta de la Sierra,El formato del id de municipio no coincide con la provincia
CHA063,AR-K,1332,Antofagasta de la Sierra,Catamarca,Antofagasta de la Sierra,El formato del id de municipio no coincide con la provincia
CAT005,AR-R,1569,General Fernandez Oro,Rio Negro,General Roca,El formato del id de municipio no coincide con la provincia
SFE038,AR-R,1569,General Fernandez Oro,Rio Negro,General Roca,El formato del id de municipio no coincide con la provincia
COR064,AR-G,1627,Dona Luisa,Santiago del Estero,Guasayan,El formato del id de municipio no coincide con la provincia
TUC088,AR-B,1210,Bragado,Buenos Aires,Bragado,El formato del id de municipio no coincide con la provincia
CBA419,AR-B,1210,Bragado,Buenos Aires,Bragado,El formato del id de municipio no coincide con la provincia
MIS064,AR-B,1210,Bragado,Buenos Aires,Bragado,El formato del id de municipio no coincide con la provincia
JUJ004,AR-B,1210,Bragado,Buenos Aires,Bragado,El formato del id de municipio no coincide con la provincia
CBA317,AR-W,1411,Tapebicua,Corrientes,Paso de los Libres,El formato del id de municipio no coincide con la provincia
SAL022,AR-B,1283,Necochea,Buenos Aires,Necochea,El formato del id de municipio no coincide con la provincia
MIS012,AR-B,1283,Necochea,Buenos Aires,Necochea,El formato del id de municipio no coincide con la provincia
CAT009,AR-S,1692,Las Rosas,Santa Fe,Belgrano,El formato del id de municipio no coincide con la provincia
TUC030,AR-Q,1552,Las Ovejas,Neuquen,Minas,El formato del id de municipio no coincide con la provincia
SAL054,AR-Y,1469,Maimara,Jujuy,Tilcara,El formato del id de municipio no coincide con la provincia
COR006,AR-G,1630,El Colorado,Santiago del Estero,Juan Felipe Ibarra,El formato del id de municipio no coincide con la provincia
SFE115,AR-R,1577,Pichi Mahuida,Rio Negro,Pichi Mahuida,El formato del id de municipio no coincide con la provincia
CBA221,AR-H,1347,Barranqueras,Chaco,San Fernando,El formato del id de municipio no coincide con la provincia
ERI024,AR-H,1347,Barranqueras,Chaco,San Fernando,El formato del id de municipio no coincide con la provincia
JUJ037,AR-S,1683,Sancti Spiritu,Santa Fe,General Lopez,El formato del id de municipio no coincide con la provincia
JUJ023,AR-K,1337,Tinogasta,Catamarca,Tinogasta,El formato del id de municipio no coincide con la provincia
SFE284,AR-K,1337,Tinogasta,Catamarca,Tinogasta,El formato del id de municipio no coincide con la provincia
NEU045,AR-K,1337,Tinogasta,Catamarca,Tinogasta,El formato del id de municipio no coincide con la provincia
SGO034,AR-B,1328,Villarino,Buenos Aires,Villarino,El formato del id de municipio no coincide con la provincia
CBA140,AR-B,1328,Villarino,Buenos Aires,Villarino,El formato del id de municipio no coincide con la provincia
COR016,AR-Y,1474,San Salvador de Jujuy,Jujuy,Doctor Manuel Belgrano,El formato del id de municipio no coincide con la provincia
SFE073,AR-Y,1474,San Salvador de Jujuy,Jujuy,Doctor Manuel Belgrano,El formato del id de municipio no coincide con la provincia
FOR004,AR-D,1599,Bagual,San Luis,Gobernador Dupuy,El formato del id de municipio no coincide con la provincia
SGO064,AR-L,1476,Realico,La Pampa,Realico,El formato del id de municipio no coincide con la provincia
RNO041,AR-Y,1460,Puesto Viejo,Jujuy,El Carmen,El formato del id de municipio no coincide con la provincia
SFE243,AR-J,1586,Nueve de Julio,San Juan,Nueve de Julio,El formato del id de municipio no coincide con la provincia
SGO116,AR-J,1586,Nueve de Julio,San Juan,Nueve de Julio,El formato del id de municipio no coincide con la provincia
CBA193,AR-H,1350,Charata,Chaco,Chacabuco,El formato del id de municipio no coincide con la provincia
CHU029,AR-Y,1465,Susques,Jujuy,Susques,El formato del id de municipio no coincide con la provincia
COR067,AR-X,1398,Costa Sacate,Cordoba,Rio Segundo,El formato del id de municipio no coincide con la provincia
SFE202,AR-T,1650,Villa Chicligasta,Tucuman,Simoca,El formato del id de municipio no coincide con la provincia
NEU022,AR-Z,1607,Canadon Seco,Santa Cruz,Deseado,El formato del id de municipio no coincide con la provincia
SGO119,AR-W,1428,Loreto,Corrientes,San Miguel,El formato del id de municipio no coincide con la provincia
RNO065,AR-B,1257,Junin,Buenos Aires,Junin,El formato del id de municipio no coincide con la provincia
SFE318,AR-B,1257,Junin,Buenos Aires,Junin,El formato del id de municipio no coincide con la provincia
SAL018,AR-B,1257,Junin,Buenos Aires,Junin,El formato del id de municipio no coincide con la provincia
SLU007,AR-S,1692,Montes de Oca,Santa Fe,Belgrano,El formato del id de municipio no coincide con la provincia
ERI036,AR-B,1240,General Guido,Buenos Aires,General Guido,El formato del id de municipio no coincide con la provincia
CHU002,AR-B,1240,General Guido,Buenos Aires,General Guido,El formato del id de municipio no coincide con la provincia
JUJ040,AR-B,1320,Tornquist,Buenos Aires,Tornquist,El formato del id de municipio no coincide con la provincia
CHA041,AR-N,1544,Esperanza,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
CBA154,AR-N,1544,Esperanza,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
SCR020,AR-U,1375,Gan Gan,Chubut,Telsen,El formato del id de municipio no coincide con la provincia
COR035,AR-F,1502,Famatina,La Rioja,Famatina,El formato del id de municipio no coincide con la provincia
SFE225,AR-F,1502,Famatina,La Rioja,Famatina,El formato del id de municipio no coincide con la provincia
BUE048,AR-L,1483,Sarah,La Pampa,Chapaleufu,El formato del id de municipio no coincide con la provincia
CBA366,AR-B,1297,Ramallo,Buenos Aires,Ramallo,El formato del id de municipio no coincide con la provincia
ERI051,AR-D,1599,Union,San Luis,Gobernador Dupuy,El formato del id de municipio no coincide con la provincia
LRJ002,AR-Q,1555,Caviahue-Copahue,Neuquen,Norquin,El formato del id de municipio no coincide con la provincia
BUE104,AR-Q,1555,Caviahue-Copahue,Neuquen,Norquin,El formato del id de municipio no coincide con la provincia
TDF002,AR-A,1669,La Vina,Salta,La Vina,El formato del id de municipio no coincide con la provincia
SAL038,AR-U,1371,Corcovado,Chubut,Futaleufu,El formato del id de municipio no coincide con la provincia
CHU018,AR-S,1687,Capitan Bermudez,Santa Fe,San Lorenzo,El formato del id de municipio no coincide con la provincia
CBA264,AR-W,1431,Pago de los Deseos,Corrientes,Saladas,El formato del id de municipio no coincide con la provincia
SFE056,AR-B,1308,San Cayetano,Buenos Aires,San Cayetano,El formato del id de municipio no coincide con la provincia
COR071,AR-T,1643,Villa Quinteros,Tucuman,Monteros,El formato del id de municipio no coincide con la provincia
BUE114,AR-H,1349,Cote-Lai,Chaco,Tapenaga,El formato del id de municipio no coincide con la provincia
BUE119,AR-Y,1459,Abra Pampa,Jujuy,Cochinoca,El formato del id de municipio no coincide con la provincia
BUE071,AR-Y,1459,Abra Pampa,Jujuy,Cochinoca,El formato del id de municipio no coincide con la provincia
CHA018,AR-Y,1459,Abra Pampa,Jujuy,Cochinoca,El formato del id de municipio no coincide con la provincia
MIS070,AR-Y,1459,Abra Pampa,Jujuy,Cochinoca,El formato del id de municipio no coincide con la provincia
CAT019,AR-N,1549,San Pedro,Misiones,San Pedro,El formato del id de municipio no coincide con la provincia
TUC037,AR-Y,1465,Catua,Jujuy,Susques,El formato del id de municipio no coincide con la provincia
SCR007,AR-L,1480,Santa Rosa,La Pampa,Capital,El formato del id de municipio no coincide con la provincia
BUE065,AR-L,1480,Santa Rosa,La Pampa,Capital,El formato del id de municipio no coincide con la provincia
MZA008,AR-A,1672,Rosario de la Frontera,Salta,Rosario de la Frontera,El formato del id de municipio no coincide con la provincia
SFE144,AR-N,1534,Cerro Azul,Misiones,Leandro N. Alem,El formato del id de municipio no coincide con la provincia
CBA231,AR-K,1333,Londres,Catamarca,Belen,El formato del id de municipio no coincide con la provincia
SFE336,AR-T,1651,El Puestito,Tucuman,Burruyacu,El formato del id de municipio no coincide con la provincia
CBA066,AR-T,1651,El Puestito,Tucuman,Burruyacu,El formato del id de municipio no coincide con la provincia
SFE005,AR-A,1682,Tolar Grande,Salta,Los Andes,El formato del id de municipio no coincide con la provincia
ERI046,AR-A,1682,Tolar Grande,Salta,Los Andes,El formato del id de municipio no coincide con la provincia
SGO004,AR-W,1415,Colonia Carlos Pellegrini,Corrientes,San Martin,El formato del id de municipio no coincide con la provincia
RNO009,AR-W,1415,Colonia Carlos Pellegrini,Corrientes,San Martin,El formato del id de municipio no coincide con la provincia
SAL020,AR-W,1415,Colonia Carlos Pellegrini,Corrientes,San Martin,El formato del id de municipio no coincide con la provincia
BUE008,AR-S,1687,Fray Luis Beltran,Santa Fe,San Lorenzo,El formato del id de municipio no coincide con la provincia
SGO069,AR-B,1226,Coronel Suarez,Buenos Aires,Coronel Suarez,El formato del id de municipio no coincide con la provincia
SJU011,AR-X,1396,Los Cocos,Cordoba,Punilla,El formato del id de municipio no coincide con la provincia
COR037,AR-X,1396,Los Cocos,Cordoba,Punilla,El formato del id de municipio no coincide con la provincia
SFE129,AR-E,1433,Larroque,Entre Rios,Gualeguaychu,El formato del id de municipio no coincide con la provincia
FOR033,AR-B,1268,Lobos,Buenos Aires,Lobos,El formato del id de municipio no coincide con la provincia
RNO045,AR-B,1268,Lobos,Buenos Aires,Lobos,El formato del id de municipio no coincide con la provincia
TUC086,AR-B,1268,Lobos,Buenos Aires,Lobos,El formato del id de municipio no coincide con la provincia
SFE275,AR-B,1268,Lobos,Buenos Aires,Lobos,El formato del id de municipio no coincide con la provincia
CAT025,AR-H,1358,Villa Rio Bermejito,Chaco,General Guemes,El formato del id de municipio no coincide con la provincia
SCR011,AR-D,1599,Fortuna,San Luis,Gobernador Dupuy,El formato del id de municipio no coincide con la provincia
ERI004,AR-D,1599,Fortuna,San Luis,Gobernador Dupuy,El formato del id de municipio no coincide con la provincia
NEU027,AR-Z,1612,Puerto San Julian,Santa Cruz,Magallanes,El formato del id de municipio no coincide con la provincia
SFE264,AR-Z,1612,Puerto San Julian,Santa Cruz,Magallanes,El formato del id de municipio no coincide con la provincia
SJU004,AR-E,1446,Macia,Entre Rios,Tala,El formato del id de municipio no coincide con la provincia
RNO070,AR-E,1446,Macia,Entre Rios,Tala,El formato del id de municipio no coincide con la provincia
SJU010,AR-E,1446,Macia,Entre Rios,Tala,El formato del id de municipio no coincide con la provincia
COR018,AR-E,1446,Macia,Entre Rios,Tala,El formato del id de municipio no coincide con la provincia
BUE080,AR-M,1532,Tupungato,Mendoza,Tupungato,El formato del id de municipio no coincide con la provincia
CBA364,AR-S,1684,Zavalla,Santa Fe,Rosario,El formato del id de municipio no coincide con la provincia
SFE178,AR-Q,1558,Ramon Castro,Neuquen,Zapala,El formato del id de municipio no coincide con la provincia
BUE041,AR-A,1670,El Galpon,Salta,Metan,El formato del id de municipio no coincide con la provincia
CBA234,AR-G,1625,Real Sayana,Santiago del Estero,Avellaneda,El formato del id de municipio no coincide con la provincia
MIS023,AR-X,1388,James Craik,Cordoba,Tercero Arriba,El formato del id de municipio no coincide con la provincia
CHU006,AR-W,1417,Ituzaingo,Corrientes,Ituzaingo,El formato del id de municipio no coincide con la provincia
RNO021,AR-S,1694,Emilia,Santa Fe,La Capital,El formato del id de municipio no coincide con la provincia
COR056,AR-P,1453,San Martin Dos,Formosa,Patino,El formato del id de municipio no coincide con la provincia
BUE096,AR-R,1566,Arroyo de la Ventana,Rio Negro,Valcheta,El formato del id de municipio no coincide con la provincia
TUC071,AR-S,1689,Ramona,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
CBA405,AR-K,1342,Paclin,Catamarca,Paclin,El formato del id de municipio no coincide con la provincia
LRJ015,AR-B,1239,General Belgrano,Buenos Aires,General Belgrano,El formato del id de municipio no coincide con la provincia
